text,text_length,original_index,fragment_index,original_text_length,fragment_length,source_type
从而能在的更多销售中获得更多的利润来补偿在评价奖励方面的开支。,2898,347,39,2898,31,sentence_fragment
此后，笔者在2011年底向阿里研究院建议这个RFF机制，,2898,347,40,2898,28,sentence_fragment
淘宝于2012年3月1号推出了类似的所谓“评价有礼”机制。,2898,347,41,2898,29,sentence_fragment
在这一机制下，卖家可以为售出的商品设置一个返点数额（以现金返还或者店铺优惠券的形式）作为对买家购物评价的奖励。,2898,347,42,2898,55,sentence_fragment
如果一个卖家选择返点评价那么淘宝就会保证返点会从卖家的账户转账到那些留下高质量评价的买家账户。,2898,347,43,2898,47,sentence_fragment
需要指出的是，评价的质量不是取决于这个评价是否是好评而是取决于评价的信息量有多少，,2898,347,44,2898,41,sentence_fragment
而这是由机器学习算法进行判断的（测算评价的内容、长度以及商品的关键特征等是否被提及。,2898,347,45,2898,42,sentence_fragment
）在淘宝推出“评论有礼”之前，笔者与合作者分别在实验室和eBay上进行了实验室实验和田野实验，,2898,347,46,2898,47,sentence_fragment
然而测试的结果是实验室实验结果支持理论而田野实验结果不支持（Li and Xiao，,2898,347,47,2898,42,sentence_fragment
2014; Cabral and Li，,2898,347,48,2898,20,sentence_fragment
那么，这个信号机制是否在现实中可行呢？,2898,347,49,2898,19,sentence_fragment
买家是否能通过这个信号识别卖家呢？,2898,347,50,2898,17,sentence_fragment
为了验证信号理论并研究“评价有礼”机制的效果，,2898,347,51,2898,23,sentence_fragment
笔者与合作者通过与阿里巴巴合作从2012年9月到2013年2月在淘宝平台上采用随机抽样的方式收集了一万两千多个卖家的交易数据，,2898,347,52,2898,63,sentence_fragment
交易产品共六百多万件（Li，Tadelis， and Zhou，,2898,347,53,2898,32,sentence_fragment
这些交易的商品主要涉及四类商品：手机、存储卡、面膜和牛仔裤。,2898,347,54,2898,30,sentence_fragment
我们的研究主要围绕以下两个问题：第一，卖家是否选择“评价有礼”机制来传递自身作为“靠谱”卖家的信号，,2898,347,55,2898,50,sentence_fragment
以此来建立良好的信誉？,2898,347,56,2898,11,sentence_fragment
第二，卖家如何通过“评价有礼”机制来获得销量的提升和评价质量的提高？,2898,347,57,2898,34,sentence_fragment
通过回归分析并且控制了价格和采取“评价有礼”机制行为的内生性问题后，我们有如下主要发现：,2898,347,58,2898,44,sentence_fragment
首先，当比较一个卖家不同时期时，我们发现当其初期时（评级低）时更倾向于选择“评价有礼”机制。,2898,347,59,2898,46,sentence_fragment
这一发现符合理论预期。,2898,347,60,2898,11,sentence_fragment
众所周知，信誉体系的建立在卖家生意的初期是非常有价值的，公司在初期会“烧钱”来提升品牌知名度。,2898,347,61,2898,47,sentence_fragment
因此，卖家在初期会选择“评价有礼”机制来吸引买家，这可视作对于积累信誉的投资。,2898,347,62,2898,39,sentence_fragment
但是在销量增长、良好的信誉体系建立后，卖家则无需选择“评价有礼”机制来传递产品质量信息。,2898,347,63,2898,44,sentence_fragment
其次，当在不同卖家间做比较时，我们发现能够提供高品质交易的卖家更倾向于选择“评价有礼”机制。,2898,347,64,2898,46,sentence_fragment
如前文所述，假定买家如实地陈述购物体验，,2898,347,65,2898,20,sentence_fragment
那么只有自身产品质量充分自信且将收到正面评价的高品质卖家才会同意采用评价有礼机制。,2898,347,66,2898,41,sentence_fragment
因此，一个提供能提供高品质商品的卖家更倾向于选择该机制。,2898,347,67,2898,28,sentence_fragment
最后，当拿某个卖家的某一产品参加“评论有礼”前后比较时，,2898,347,68,2898,28,sentence_fragment
我们发现选择“评价有礼”机制会促进该卖家的销售量。,2898,347,69,2898,25,sentence_fragment
事实上，选择“评价有礼”机制可能对销量产生短期和长期的影响。,2898,347,70,2898,30,sentence_fragment
平均而言，短期内，选择“评价有礼”机制的能够使得商家当月销售量比上月增长四倍；,2898,347,71,2898,39,sentence_fragment
而从长期而言，平均销售量增长也近30%。,2898,347,72,2898,20,sentence_fragment
此外，值得一提的是，“评价有礼”机制的应用并没有造成评价的倾向性（如：好评比重增加）。,2898,347,73,2898,43,sentence_fragment
综上所述，在淘宝网上出现的新商家群体中，相对于没有采用“评价有礼”的商家而言，,2898,347,74,2898,39,sentence_fragment
采用这一机制的商家销售量更大且产品质量更高。,2898,347,75,2898,22,sentence_fragment
这一发现同信号理论的预测一致。,2898,347,76,2898,15,sentence_fragment
因此，“买评价”这一由市场自发产生的信誉积累机制不仅没有被劣质商家所利用，,2898,347,77,2898,37,sentence_fragment
而且还有力的促进了高质量新兴商家产品信誉的积累。,2898,347,78,2898,24,sentence_fragment
市场本身的缺陷通过市场本身的发展从一定程度得以修复！,2898,347,79,2898,26,sentence_fragment
最后笔者想指出的是，虽然“评价有礼”机制减少了市场交易的风险，但交易风险并未因此而完全消失。,2898,347,80,2898,46,sentence_fragment
因此，笔者想套用一句老话来结束本文“网购有风险，下单需谨慎，”并预祝大家双十一愉快的买！,2898,347,81,2898,44,sentence_fragment
作者：李玲芳（活水学者、加州大学尔湾分校经济学博士，现任教于复旦大学管理学院）来源：,2898,347,82,2898,42,sentence_fragment
阿里研究院 文章来源：阿里研究院免责声明：转载内容仅供读者参考。,2898,347,83,2898,32,sentence_fragment
如您认为本公众号的内容对您的知识产权造成了侵权，请立即告知，我们将在第一时间核实并处理。,2898,347,84,2898,44,sentence_fragment
部分企业为牟利使用过哪些恶心人的招式？,201,348,0,201,19,sentence_fragment
9.3日晚更新： 在B站上看了中国boy玩的highschool101，,201,348,1,201,36,sentence_fragment
也想玩一下，于是网上搜了一下这个游戏，但是不知为什么在游戏网站下不下来，最后跑到游X网下载。,201,348,2,201,46,sentence_fragment
安装过程出来这东西 身经百战的我仔细点掉了每一个打钩选项，,201,348,3,201,29,sentence_fragment
然而.... 一切好像风平浪静... 突然间蹦出来一个IE网页，伴随着震耳欲聋的低俗音乐，,201,348,4,201,45,sentence_fragment
我一看，哇，文件中钻出来一个友善，,201,348,5,201,17,sentence_fragment
蔡依林天津爆乳开唱 与男模“接吻”火辣十足蔡依林天津爆乳开唱与男模“接吻”火辣十足,41,349,0,41,41,sentence_fragment
真实的母爱流露不做作不矫情让你感到浓浓的母爱滋润心真实的母爱流露不做作不矫情让你感到浓浓的母爱滋润心田。,52,350,0,52,52,sentence_fragment
环境还不错，挺大挺亮堂的。,70,351,0,70,13,sentence_fragment
靠窗的位子应该挺赞的。,70,351,1,70,11,sentence_fragment
所有的wagas都一个样。,70,351,2,70,13,sentence_fragment
果汁么鲜榨的，也只不过是应该的。,70,351,3,70,16,sentence_fragment
不过还是大爱wagas的黑板墙啊。,70,351,4,70,17,sentence_fragment
荷西死了 三毛带着对荷西的爱 继续自己的生活,22,352,0,22,22,sentence_fragment
价格不错，味道一般。,55,353,0,55,10,sentence_fragment
不像别人说的那样好。,55,353,1,55,10,sentence_fragment
门口路边可以停车，有人指挥。,55,353,2,55,14,sentence_fragment
你有哪些有趣的「违法」行为？,223,354,0,223,14,sentence_fragment
世界那么大，各国的法律条文那么多。,223,354,1,223,17,sentence_fragment
大一的时候回家，高铁站安检，扫出来我包里的一把瑞士军刀，然后把我刀扣了让我去警卫室等着。,223,354,2,223,44,sentence_fragment
哎喂搞没搞错啊这刀我随身带了好几年了啊，后面那大爷带这么大一把水果刀怎么都没事的？,223,354,3,223,41,sentence_fragment
然后我就去了警卫室，待了一会儿两个警察叔叔气势汹汹的进来了，,223,354,4,223,30,sentence_fragment
然后看见我之后有点诧异（可能是觉得女孩子随身带这种东西不正常吧），年纪大点的那个问我，,223,354,5,223,43,sentence_fragment
小丫头你怎么带违禁物品进站啊？,223,354,6,223,15,sentence_fragment
然后我说，叔叔，我不知道这个不能带啊。,223,354,7,223,19,sentence_fragment
调酒做的还好 很喜欢店内迷离的风格 现在不大去了还是很坏念得呢 还有馄饨吃 老旧的店堂 很多时候都是客满的,53,355,0,53,53,sentence_fragment
给老爸买的质量很好内容没看,13,356,0,13,13,sentence_fragment
想开个服装外贸公司是否可行？,305,357,0,305,14,sentence_fragment
我家是服装代工的，利薄工资高，有点苦不堪言但又还过得下去的意思。,305,357,1,305,32,sentence_fragment
平时都是接张家港上海的单子，我现在辞职在家，想自己开个服装外贸公司，,305,357,2,305,34,sentence_fragment
减去中间环节，提高利润是否可行啊？,305,357,3,305,17,sentence_fragment
服装是个很大的门类，如果你只做简单及非品牌的低端内裤和袜子，还比较可行如果是做时装，,305,357,4,305,42,sentence_fragment
我劝你还是歇菜，即使几年工作经验的老业务员，每接一个新订单都是重新学习的过程，,305,357,5,305,39,sentence_fragment
服装面料辅料工艺太庞杂了，不是一两个人一两年经验能够撑起来的，,305,357,6,305,31,sentence_fragment
而且做服装外贸业务员和做工厂完全是两个方向，,305,357,7,305,22,sentence_fragment
外贸公司要帮助把客户的书面要求设计图纸以及理念想法念头变成实物，好的外贸公司都是自己打版的，,305,357,8,305,46,sentence_fragment
工厂基本就是照葫芦画瓢，,305,357,9,305,12,sentence_fragment
成为欧皇是怎样的一种体验?舰r也曾三发出大淀五发密苏里一轮过e6稀里糊涂捞了一打苍龙飞龙陆奥长门，,199,358,0,199,49,sentence_fragment
拿吃喝猫宅南北总统狮喂狗粮眼睛都不眨一下。,199,358,1,199,21,sentence_fragment
飞狗刷初始号，170个石头3湿酱1孔明，连带着虚数元素俩五星礼装，今天早上60石头一不小心当了妈。,199,358,2,199,49,sentence_fragment
然而，这都不足以弥补我玩了快三年LL，却特么一张ur绘都没有的现实，眼瞅着都要4.0了，,199,358,3,199,44,sentence_fragment
水团都要来了，我这条咸鱼够不够咸？,199,358,4,199,17,sentence_fragment
呵呵，我待绘里如初恋，绘里视我如大便。,199,358,5,199,19,sentence_fragment
已入职四大，该不该考研？,678,359,0,678,12,sentence_fragment
时隔两年，来跟关注这个问题的朋友说说近况吧。,678,359,1,678,22,sentence_fragment
打算离职了，其实蛮后悔当初的选择，当时有犹豫了时候就应该行动，结果自己本来就是个纠结的人，,678,359,2,678,45,sentence_fragment
越拖越晚，现在已经来不及。,678,359,3,678,13,sentence_fragment
我感觉人做选择还是要基于对自身的认知吧，不管别人说孰好孰坏，我应该问问自己到底想要什么。,678,359,4,678,44,sentence_fragment
事已至此，打算去国外读一年，回国重新找工作。,678,359,5,678,22,sentence_fragment
审计真不适合每一个人干，它与很多职业所要求的东西甚至是冲突的。,678,359,6,678,31,sentence_fragment
不管怎样，谢谢大家。,678,359,7,678,10,sentence_fragment
先交代下背景：我是今年上财毕业，从去年十月到现在一直都没有过考研的想法，原本的计划是去某四大做几年，,678,359,8,678,50,sentence_fragment
期间考出CPA和司法证，积累一定经验后去读MBA。,678,359,9,678,25,sentence_fragment
但随着入职时间的推进，我逐渐对传闻中四大的高强度工作心生排斥，遂产生考研想法。,678,359,10,678,39,sentence_fragment
请问我该考北大税务（目前意向）还是去工作？,678,359,11,678,21,sentence_fragment
北大税务的就业前景如何？,678,359,12,678,12,sentence_fragment
PS：其实我知道财会这行经验为大，但在这个硕士比本科多的年头（找工作时的真实感觉），,678,359,13,678,42,sentence_fragment
财大小本确实觉得没有太大竞争力。,678,359,14,678,16,sentence_fragment
（如果考上）读研一是可以在应聘场上提升自己的逼格，二是毕业后进咨询等高端行业的机会多一些。,678,359,15,678,45,sentence_fragment
望诸位前辈不吝赐教：）作为一个毕业不久的本科生，我很理解LZ这种对进入职场的逃避和对学校的留恋。,678,359,16,678,48,sentence_fragment
越离近入职日，越对未来不确定。,678,359,17,678,15,sentence_fragment
特别是我想lz身边有很多朋友都考研了吧，会有一种只身一人去新地图的恐惧感。,678,359,18,678,37,sentence_fragment
但是，请相信自己既然拿到offer了就等于有这个实力做好这份工作，无论外面行情是不是优待学历。,678,359,19,678,47,sentence_fragment
而且accounting的话真的是工作会比学校学到更多东西！,678,359,20,678,30,sentence_fragment
以后想进入咨询行业，你在四大的经历绝对比研究生更有分量！,678,359,21,678,28,sentence_fragment
LZ这么优秀的人，还是趁年轻在,678,359,22,678,15,sentence_fragment
态度很不好，这家店从来不能去冰的，也不知道菜单上的去冰印着干什么。,93,360,0,93,33,sentence_fragment
这家店的生意很好，这几天百盛打折人就更多了，我说少冰的，到手一看，,93,360,1,93,33,sentence_fragment
1/3杯的冰块，我男朋友那杯大概有一半的冰块，,93,360,2,93,23,sentence_fragment
如何挑选万能打印机墨水如何挑选万能打印机墨水，有哪些选购技巧，应该注意哪些事项。,359,361,0,359,40,sentence_fragment
针对这几个情况，笔者分享些自己的经验。,359,361,1,359,19,sentence_fragment
在使用一段时间万能打印机后，很多便宜都明显感觉到墨水的价格比较贵，希望寻求一种价格便宜又合适的。,359,361,2,359,48,sentence_fragment
那么在选购时，就需要从设备上的两个点入手。,359,361,3,359,21,sentence_fragment
从设备led灯的功率入手选购：不同灯的照射波长不同、照射的能量也是不一样的，,359,361,4,359,38,sentence_fragment
那么对应的墨水中光固化剂的含量也是不同的。,359,361,5,359,21,sentence_fragment
在选购是，一定要匹配跟自身灯功率一致的墨水。,359,361,6,359,22,sentence_fragment
从设备的喷头类型选购：不同喷头的孔径大小是不一样的，那么对应的墨水中杂质的成分也是不同的，,359,361,7,359,45,sentence_fragment
如果是孔径大的喷头，可以适当采用纯净度低些的墨水。,359,361,8,359,25,sentence_fragment
需要注意的是：选购万能打印机墨水时，最好去些知名的厂家购买，一些小作坊、小厂家的谨慎选择。,359,361,9,359,45,sentence_fragment
本文转载自uv打印机专业生产厂家杭州咔勒：www.kaleuv.com,359,361,10,359,35,sentence_fragment
为什么电力低压系统的接地型式要以法文缩写作为代号？,303,362,0,303,25,sentence_fragment
接地系统分为ITTT TN三种，其中TN系统又分为TN-STN-C-STN-C。,303,362,1,303,40,sentence_fragment
T是“大地”一词法文Terre的第一个字母。,303,362,2,303,22,sentence_fragment
I是“隔离”一词法文Isolation的第一个字母。,303,362,3,303,26,sentence_fragment
N是“中性点”一词法文Neutre的第一个字母。,303,362,4,303,24,sentence_fragment
IC是“合一”一词法文Combine的第一个字母。,303,362,5,303,25,sentence_fragment
S是“分开”一词法文Separe的第一个字母。,303,362,6,303,23,sentence_fragment
T是“地”一词Terra的第一个字母。,303,362,7,303,19,sentence_fragment
N是“中性”一词Neutral的第一个字母。,303,362,8,303,22,sentence_fragment
C是“联合”一词Combine的第一个字母。,303,362,9,303,22,sentence_fragment
S是“分开”一词Separate的第一个字母。,303,362,10,303,23,sentence_fragment
I是“隔离”一词Isolation的第一个字母。,303,362,11,303,24,sentence_fragment
王凯自认有打戏天赋电视剧《如果蜗牛有爱情》昨晚起登陆腾讯视频和东方卫视。,315,363,0,315,36,sentence_fragment
该剧昨日在北京举办了开播发布会，制片人侯鸿亮携主演王凯、王子文、徐悦、张晓谦等出席。,315,363,1,315,42,sentence_fragment
剧中有着很多打戏的王凯自称突然开了窍，发现了自己在打戏上的天赋。,315,363,2,315,32,sentence_fragment
之前饰演过警察角色的王凯，这次饰演的季白队长“腹黑”又“毒舌”，,315,363,3,315,32,sentence_fragment
他坦言这样的角色“不完美”且招人讨厌，但却深得他心，“他有很多缺点，但私下的我也有这样的缺点，,315,363,4,315,47,sentence_fragment
跟我熟的朋友，我特别爱损人。,315,363,5,315,14,sentence_fragment
而且我觉得现在观众比较喜欢看这种有个性的人，暖男那种恐怕没有什么新鲜感了。,315,363,6,315,37,sentence_fragment
”比起性格设定，剧中大量的打戏也让王凯越打越过瘾。,315,363,7,315,25,sentence_fragment
一直自认打戏是短板的他称这次突然开了窍，“打完很爽，没想到我在打戏上有天赋，我后来还主动要求加打戏。,315,363,8,315,50,sentence_fragment
也许是周边没有同档次的饭馆，虽然没发现有什么特色，但生意还挺火，大厅里热热闹闹的，,76,364,0,76,41,sentence_fragment
饭菜属于市民化的那种，离海泰信息广场近，晚上加班同事一块搓一饨挺合适。,76,364,1,76,35,sentence_fragment
宁阳县在中国山东省中部偏南、大汶河南岸，是泰安市所辖的一个县。,327,365,0,327,31,sentence_fragment
宁阳县位于鲁中偏西，泰安市南部。,327,365,1,327,16,sentence_fragment
县城距泰山56千米、曲阜25千米、水泊梁山40千米，处于泰山、曲阜、水泊梁山旅游三角中心。,327,365,2,327,45,sentence_fragment
境内地势东高西低，东部多为低山、丘陵，西部多为平原。,327,365,3,327,26,sentence_fragment
主要地貌类型有低山、丘陵、平原和水面。,327,365,4,327,19,sentence_fragment
宁阳县属暖温带湿润季节性气候区，一年四季分明。,327,365,5,327,23,sentence_fragment
汉置宁阳县，北齐设平原县，隋改龚丘县，金复改宁阳县。,327,365,6,327,26,sentence_fragment
宁阳县辖2乡、9镇、2个街道和1个省级开发区，563个行政村（社区）。,327,365,7,327,35,sentence_fragment
全县有汉族、回族、藏族、苗族、壮族、满族、水族、朝鲜族等8个民族。,327,365,8,327,33,sentence_fragment
磁窑镇堡头村有新石器时代末期文化遗址。,327,365,9,327,19,sentence_fragment
该处遗址为大汶口文化最早发掘的遗址。,327,365,10,327,18,sentence_fragment
宁阳县历来有逗蟋蟀的传统。,327,365,11,327,13,sentence_fragment
宁阳蟋蟀被称为“江北第一虫”。,327,365,12,327,15,sentence_fragment
移动硬盘WD 西部数据 My Passport超便携硬盘 2.5英寸 USB3.0 1TB 红色 WDBZFP0010BRD-PESN,67,366,0,67,67,sentence_fragment
送货速度很快虽然还没看完先打个5分吧,18,367,0,18,18,sentence_fragment
鞋子不错码数偏大冬天穿比较暖,14,368,0,14,14,sentence_fragment
如何看待Apache再次接受阿里开源产品捐赠移动开发框架Weex进入孵化难道有人觉得apache的项目都是apache基金会的人维护的？,175,369,0,175,68,sentence_fragment
你当apache是专业接盘的？,175,369,1,175,15,sentence_fragment
Weex的主力还是我们团队的同学。,175,369,2,175,17,sentence_fragment
Weex发展的好好的，无论在业务，还是项目本身，都在按照既定的方向在发展，这件事只是其中一个里程碑，,175,369,3,175,50,sentence_fragment
欢迎有兴趣的同学公司加入。,175,369,4,175,13,sentence_fragment
在七浦路上逛街，基本一个商场就要逛一天，,102,370,0,102,20,sentence_fragment
让后在商场里有这么一家KFC就好比是在沙漠中看到了一瓶水呀不过人实在是太多了，,102,370,1,102,39,sentence_fragment
估计都是在这个小歇一下，然后继续逛KFC里的公厕永远是那么小，然后队伍排的是老长老长的,102,370,2,102,43,sentence_fragment
为什么有人愿意花上万元买电脑玩单机游戏，而不愿意花2000多元买PS4？,334,371,0,334,36,sentence_fragment
而且上万的配置依然该卡就卡，录制都没法做。,334,371,1,334,21,sentence_fragment
不要说什么PC可以上网，刷贴吧问答社区AB站。,334,371,2,334,23,sentence_fragment
这些东西喷的没法看的安卓都可以，电脑手机人人有。,334,371,3,334,24,sentence_fragment
家家都有电脑，你说这个叫个什么优势？,334,371,4,334,18,sentence_fragment
首先申明一点，主机跟PC并不是个二选一的问题，不存在说有了主机就不能买PC，,334,371,5,334,38,sentence_fragment
也不可能说有了PC不准买主机。,334,371,6,334,15,sentence_fragment
我13年组的主机，配置不高，E3760，带显示器，差不多7000搞定了。,334,371,7,334,36,sentence_fragment
也能拍胸脯保证能跑世面全部游戏，特效不保证。,334,371,8,334,22,sentence_fragment
但不妨碍入我觉得游戏荒而买了个PS4. 先问是不是就谈为什么的都是耍流氓。,334,371,9,334,37,sentence_fragment
预先带入角色说学生党无收入，买PS4不好忽悠父母，我也是醉了。,334,371,10,334,31,sentence_fragment
什么电视机一台很贵，PS4跟PC主机共享显示器的,334,371,11,334,24,sentence_fragment
解读踏实语言优美饱含感情。,26,372,0,26,13,sentence_fragment
纸张厚实印刷用心值得珍藏。,26,372,1,26,13,sentence_fragment
《无国界行动》是一套中国电视连续剧，共30集，2006年9月14日在中央电视台一套首播，,111,373,0,111,44,sentence_fragment
播出时段是黄金档的晚上8点。,111,373,1,111,14,sentence_fragment
该剧反映的是美国、中国联合禁毒，同缅甸毒枭乌澎之间的较量。,111,373,2,111,29,sentence_fragment
该剧导演是谷锦云，主演：王志飞、秦沛、温兆伦等。,111,373,3,111,24,sentence_fragment
马云献唱《海阔天空》，全场都疯了！,123,374,0,123,17,sentence_fragment
点击上面蓝色字免费订阅 马云一首《海阔天空》，虽然略显生疏，但却深情款款。,123,374,1,123,37,sentence_fragment
让现场一片沸腾，不知道让多少路人转粉。,123,374,2,123,19,sentence_fragment
简直嗨翻全场，现场迷妹如痴如醉。,123,374,3,123,16,sentence_fragment
更有不少人高呼“马云爸爸我爱你”。,123,374,4,123,17,sentence_fragment
更多精彩继续...↓,123,374,5,123,10,sentence_fragment
四万十川Shimantogawa ，日本最后的清流。,763,375,0,763,26,sentence_fragment
一间日式小酒屋有着磅礴而又清涟的水之名，且隐匿于繁华喧嚣的街巷背后，这样的邂逅会让一个寻觅归途、,763,375,1,763,48,sentence_fragment
流浪的路人滞留脚步，推门入内，放下包袱，端起清酒，小酌美味。,763,375,2,763,30,sentence_fragment
正是体验到了一股温暖，一股思愁，小屋成了寒冬常常光顾的地方。,763,375,3,763,30,sentence_fragment
因为生疏，客人和店家之间建立起了更为妥帖与安全的关系。,763,375,4,763,27,sentence_fragment
这关系微妙且负有细小的变化。,763,375,5,763,14,sentence_fragment
店长和服务员那股热情亲切略带认真的态度会留住一个个过客成为熟客。,763,375,6,763,32,sentence_fragment
你与这酒屋在一碟碟刺身和料理间变得更为熟络。,763,375,7,763,22,sentence_fragment
确实，那朵洁白而潋艳的目鱼玫瑰打动了清冷的人。,763,375,8,763,23,sentence_fragment
一次次的入内改变着人对于酒屋以及她所周遭的一切饮食。,763,375,9,763,26,sentence_fragment
从最初的欣赏到享受，到如今的习惯，甚至有了些不知所味。,763,375,10,763,27,sentence_fragment
似乎频率麻木了味觉神经，份量解构了承受能力。,763,375,11,763,22,sentence_fragment
清酒、烧酒、梅子酒才是她前往酒屋的唯一冲动。,763,375,12,763,22,sentence_fragment
带着米香抑或是果香的酒，酌饮入喉，稍许辛辣的清凉在数数几分钟后热氲全身，那股子情愫飘然致头，,763,375,13,763,46,sentence_fragment
思念和回忆川流不息。,763,375,14,763,10,sentence_fragment
就着几片刺身，异乡的海上漂泊似回到岸上，重温家人的温暖。,763,375,15,763,28,sentence_fragment
这种似醉微醉的梦就此延续着多次。,763,375,16,763,16,sentence_fragment
俗世变迁，人员扩充。,763,375,17,763,10,sentence_fragment
小酒屋挤进了更多的食客，吃饭似乎成了一种流程。,763,375,18,763,23,sentence_fragment
匆匆入内，你一言我一句，草草食了，又匆匆离去。,763,375,19,763,23,sentence_fragment
那种细微的感觉似乎短暂过停留，而后偷偷地溜走。,763,375,20,763,23,sentence_fragment
回想，最近的堂食是在月圆之夜。,763,375,21,763,15,sentence_fragment
团聚的美好，庆生的喜气渲染了最晚的酒屋。,763,375,22,763,20,sentence_fragment
丰盛的大餐，喧闹而又热烈。,763,375,23,763,13,sentence_fragment
只是宴终时，她稍作有了迟钝，也许是累了，也或许是没有了感觉。,763,375,24,763,30,sentence_fragment
茫然四望，那种孤寂清冷又回到了体内。,763,375,25,763,18,sentence_fragment
借着醉后的清醒，她看到了旁桌，小妹正食着夜饭，一盆简单的清爽炒饭。,763,375,26,763,33,sentence_fragment
食它的人是那么的认真及满足，没有任何的杂念和虚空。,763,375,27,763,25,sentence_fragment
纵然时刻面对山珍与海味，她们依然清醒地知道眼前的饭才是她们想要吃的。,763,375,28,763,34,sentence_fragment
那么，我也该回归最初，依旧是走过酒屋的路人。,763,375,29,763,22,sentence_fragment
去吃的自助烤肉去的时候说39元包括饮料和酱料，想了想也都这价钱，就去了去的比较早，,249,376,0,249,41,sentence_fragment
人都没几个，上来就烤了个够，发现羊肉串不错，及时再添上…,249,376,1,249,28,sentence_fragment
后来人多了，发现羊肉连盘子一起不见了！,249,376,2,249,19,sentence_fragment
只有熟客问：今天怎么没有羊肉啊？,249,376,3,249,16,sentence_fragment
的时候，才给那一桌端过去几串！,249,376,4,249,15,sentence_fragment
饮料嘛，只有碳酸饮料是畅饮的，因为酱料太咸，我一共喝了5瓶饮料…,249,376,5,249,32,sentence_fragment
蔬菜嘛，只对生菜和金针菇比较感兴趣，土豆和红薯都被冻在了盘子底部，夹不上来…,249,376,6,249,38,sentence_fragment
最后结账的时候又说每人的酱料要收一块钱…,249,376,7,249,20,sentence_fragment
我们随口问道：不是说包括的嘛？,249,376,8,249,15,sentence_fragment
结果老板娘说：那好吧，找你们两块…,249,376,9,249,17,sentence_fragment
经常逛华宇 从这家店刚开就去过 看着比较小贵的价格 我特意睁大眼睛看他们操作的步骤 还好 真的是鲜榨的 除了特别酸的水果需要倒入蜂蜜外 没有其他什么添加剂了 有一回 点了杯雪梨汁 神啊 由于本人喝的比较慢 没一会的功夫白白的雪梨汁一下变成黑色的了，,268,378,0,268,124,sentence_fragment
，，，，，后来才知道因为梨氧化了 不过那个颜色啊。,268,378,1,268,25,sentence_fragment
总喝他家的果汁 因为本人是超级的懒 想吃水果 但是懒得洗 有的还得削皮什么的 所以来杯鲜榨的果汁 就什么都有了 希望商家能多出些优惠券之类的东西 毕竟还是有些小贵的 最近总有一些有活动的果汁 一般都会买 比较实惠 大爱他家的芒果汁 玉米汁,268,378,2,268,119,sentence_fragment
有一个上海交通大学的男朋友是一种怎样的体验？,219,379,0,219,22,sentence_fragment
谈过几任都是交大男，老公也是交大男，我觉得我对这个问题还是比较有发言权的。,219,379,1,219,37,sentence_fragment
我觉得交大男智商高，脑子好是最大的特色，认识的交大男总会在各个方面有过人之处。,219,379,2,219,39,sentence_fragment
比如，我老公做销售的，对人际交往人际关系中的各种勾心斗角拿捏的妥妥的（我一直叫他心机低凹。,219,379,3,219,45,sentence_fragment
），非常会玩儿脑子。,219,379,4,219,10,sentence_fragment
比如，我某个前任，虽然专业学的是工科，但是对艺术摄影之类很感兴趣，毕业几年后开了自己的工作室，,219,379,5,219,47,sentence_fragment
比如，我另外某个前任,219,379,6,219,10,sentence_fragment
办公室的绝佳搭档很好的贴合手掌握着非常舒服而且非常省电相当不错,31,380,0,31,31,sentence_fragment
你见过最人性化的设计是什么？,249,381,0,249,14,sentence_fragment
一直对设计很有兴趣 ，希望能够被一些比较以人为本的设计击到内心深处镜像问题：,249,381,1,249,38,sentence_fragment
虽然这是一个噱头，但是这样亲民的噱头，我们还是接受的啦： 业内人士表示，,249,381,2,249,36,sentence_fragment
找到一家工业设计的公司来做瓶形和包装的设计，农夫山泉是一个先例，,249,381,3,249,32,sentence_fragment
因为工业设计非常强调产品和人类的关系，所有的产品要服务与人，最早农夫山泉找到他们的时候，,249,381,4,249,44,sentence_fragment
是希望农夫山泉母婴水这款产品是能够传达给消费者一个感觉是安全的可信赖的科技感的，,249,381,5,249,40,sentence_fragment
一升水的瓶子设计师把瓶身做得比较矮，整个重心会下降，会非常的稳，但更加矮，整个瓶子的直径,249,381,6,249,44,sentence_fragment
天津市民政局工作组深入社区 帮助解决养老难题今晚网讯（见习记者于天泽）“天华里社区一共有住户2727户、,674,382,0,674,52,sentence_fragment
8266人，其中61岁以上老人1705人，91岁以上老人13人，生活不能自理的老人20人，,674,382,1,674,45,sentence_fragment
孤寡老人3人，低保人员7人，下岗失业人员220人——目前小区内最重要的问题就是养老。,674,382,2,674,42,sentence_fragment
”问起南开区天华里社区的情况，市民政局驻社区工作者姜斌对答如流。,674,382,3,674,32,sentence_fragment
在党的群众路线教育实践活动中，市民政局派出多个工作组深入社区，了解民情、民意、民需，,674,382,4,674,42,sentence_fragment
解决实际困难，为相关政策的设立提供依据。,674,382,5,674,20,sentence_fragment
姜斌来到天华里社区开展社区帮扶工作已经2年了。,674,382,6,674,23,sentence_fragment
为了解居民日常生活中遇到的问题，他同居委会主任王淑娟一起走访了110多户居民。,674,382,7,674,39,sentence_fragment
之前入户走访时，姜斌碰上一位73岁的刘阿姨，患有半身不遂的老人需要坐轮椅，没法自己做饭。,674,382,8,674,44,sentence_fragment
平日儿子和媳妇去上班，刘阿姨的午饭就成了问题。,674,382,9,674,23,sentence_fragment
