text,text_length,original_index,paragraph_index,original_text_length,paragraph_length,source_type
1、里面的故事还是给人印象很深的但是好像语言不是很吸引人因为是外国人写的翻译过来的吧。2、因为自己不怎么熟悉那个年代的人和事看这书觉得稍微杂了点也可能因为是外国人写给外国人看的吧。,134,531,0,134,90,split_paragraph
电影讲述一名生活在一个快被淹没的城镇的老人。随著水位的上升，他不得不用砖块把他的屋子堆得更高。有一天，他把他最爱的烟斗掉到屋子的深处，为了找回烟斗，他买了一件潜水衣。,152,532,0,152,83,split_paragraph
家常菜，感觉口味不错，价格适中，就是地方不是很大，有点偏挤。可以小吃，同学聚餐。,130,534,0,130,40,split_paragraph
今年份儿的“爸爸4”从电视节目转型成网综。3V3的对垒模式，6位爸爸，有专业的也有实习的6位宝宝有星二代也有素人。你们最看好哪位爸爸的教育方式，最不看好谁的，为什么？最后，私心表白阿拉蕾，实在是太可爱啦！11.24更新 微博链接是超多图片，流量党慎点 安吉和小鱼儿的相伴成长 httpm.weibo.cn29042524154044954399427177 11.4更新 安吉简直是哥哥力爆棚！后面又各种叮嘱更是暖炸了！安吉怎么能这么可爱呢！“你怎么这么笨啊！”一边亲着弟弟一边又暖暖的责备！,342,539,0,342,246,split_paragraph
正式成为我安吉的迷妹！最恶心这种人！人哭着喊着让你看了？对一个小孩都能说出这么恶毒的话，我也呵呵了 恶心！,342,539,1,342,53,split_paragraph
凉菜点了木耳，6元一份，服务员端上来的时候吓一跳，以为是哪桌吃完撤下了的呢，份特别小。但物有所值，味道非常好。服务员素质很低，一个稍胖的年轻女服务员一直在我面前转悠，刚吃上两口，服务员就上来摆我刚用过的醋瓶、辣椒油瓶，而且又把菜牌立在里桌子中间的金属插口上，把调料盒挡得严严实实，好像就是怕我用调料。说了她两句，她才把调料盒全部移到我的面前。餐厅里座位少，人多的时候需要等座位。,447,540,0,447,189,split_paragraph
吃到尾声的时候，旁边一桌两个美女结完帐走了，估计是去奥特莱斯里逛了，其中一个的围巾掉在地上，走的时候没看到，忘在了餐厅地上，她们刚出门，下一桌来吃饭的人就看到地上的围巾，马上就跟那个稍胖的服务员说，前面的人忘了东西，快去给她们送过去。服务员反应超级迟钝，大约十秒钟后才捡起地上的围巾，踱着方步走出店门。结果很明显，没找到丢失围巾的顾客。但凡服务员有些责任心，对客户热情一些，是很容易追上失主的。,447,540,1,447,197,split_paragraph
几年前去过一次，吃的是水晶鸡，近排又去过一次，点的是红葱头蒸鸡，海马水晶鸡，不知是否换了师傅，感觉味道有点咸，与以前记忆有所出入，味道也没以前好了。主要是吃鸡，其他菜式都不记得了。,134,541,0,134,90,split_paragraph
因为本人很喜欢吃干锅，之前在南京经常去吃干锅，至于店名在这就不写了，相比较这家的干锅食而无味！我们点的中辣的，结果一点都不辣！服务员推荐的掌中宝虾干锅，108一锅，味道真的一般，不入味是最大的问题！吃的还是其次，最令我不满意的是服务！,558,542,0,558,117,split_paragraph
我先点了一杯芒果沙冰，等了很久我朋友点的红豆沙冰都喝了一半了才上上来，结果一看上面有一只死的虫子，好的，退了去换，等到吃了一半了，告诉我刚才那是最后一杯芒果沙冰了我们是11店进店的，那时候店里只坐了一半的人，让我换饮料，好的，我换了一个冰欺凌沙冰好像是8、9快，冰欺凌是10几块的，结果又等了很久，服务员跑过来说现在做饮料的只有一个人所以太忙了来不及给我做冰欺凌！，结果让我不要点饮料了！最后我点了听装的可口可乐！,558,542,1,558,207,split_paragraph
吃完干锅，我们想再吃个火锅，于是我们叫服务员给我们菜单点吃火锅的菜，那个服务员是负责我们这块的就是之前饮料的那个服务员，我们坐的靠吧台这边，桌数不多，给了我们菜单就之就走了，自个站在吧台那发呆！我们还没点菜呢！火锅真一般其实干锅二吃变火锅本身也不好吃，我承认，但是上上来的冻豆腐真不行，那个真是冰冻的冻豆腐！整个就是结冰的！然后涮开后那个味道让人受不了！总之，这家店不是很推荐~！,558,542,2,558,190,split_paragraph
穿啥衣服咋休息？首次30天驻留飞行任务，对航天员身心素质、工作能力提出了更高的要求，也给航天员健康保障、生活保障带来了更大挑战。作为像小编一样的吃瓜群众对于在太空生活的航天员真的很好奇，在地面上最普通的吃穿休息这些事儿在太空里是不是完全不一样？接下来就跟着小编一起了解一下吧。航天员第一次餐吃什么 航天员中心航天营养食品研究室副主任曹平透露，飞船17日7时40分入轨，景海鹏和陈冬在太空享用第一顿美餐是11时许，两个人一起共吃了8种食品。分别是主食：五谷饼干；,1372,543,0,1372,230,split_paragraph
副食：苹果罐头、五香鲽鱼、香辣豆干、酱香鸡肉肠、美味雪菜；饮品：柠檬茶、温胃饮。据了解，“神十一”航天员的食谱是5天一个周期。准备的食品比以前的太空任务更加丰富，更符合航天员的饮食需求。譬如在自主飞行段也就是飞船单独飞行时，航天员会喝一些粥，吃一些清淡的食品，到了天宫二号和神舟飞船组合体阶段，航天员开始“正常”生活阶段，一日三餐就变得丰富些。根据飞行中的营养标准，组合体阶段每名航天员每天需要的热量“折合”成食物的分量，相当于一到两公斤。,1372,543,1,1372,220,split_paragraph
摄入热量的高低也不是随便定的，通常根据航天员在轨的工作负荷来确定。地面科研团队给航天员配置了主食、副食共六大类100多种食品，能吃到酱牛肉、鱼香肉丝等家常菜，以及类似甜点的烘焙食品。这次在太空中航天员也能吃到冰淇淋，但和地面带水分的冰淇淋不同，他们吃到的是冻干冰激凌，就像平时看到的白色泡沫一样，比较干硬。但吃到嘴里，口感不错，它的能量也达到了航天员对食品的要求。,1372,543,2,1372,182,split_paragraph
航天员在太空穿什么衣服首先是大家都比较熟悉的白色航天服，喜欢看航天题材电影的朋友一定不会陌生，其实航天服分为舱内航天服和舱外航天服，前者一般指乳白色的舱内压力服，是保护航天员在太空中遇到压力变化甚至真空状态时的装备，后者相当于一个迷你型的飞行器，让航天员能在太空裸露环境中漫步或维修航天器。在太空，航天员行走不是靠双脚，而是用胳膊用力飘浮过去。这会导致肌肉的萎缩，也会造成骨质疏松。而穿上“企鹅服”，可以给人一个对抗的力，维持对肌肉力量的持续刺激，防止失重引起肌肉松弛和骨质丢失。,1372,543,3,1372,240,split_paragraph
航天员在太空怎么休息 据介绍，以往十几天甚至几天的飞行，时间十分宝贵，航天员在太空的任务很多，作息往往按小时甚至分钟来设计。但这次属于中期飞行，要向空间站任务的长期飞行过渡，航天员系统为航天员设计了日计划和周计划相结合的方式，主要采用周工作制和天地同步作息制度的模式，给航天员更大的自主安排和调整的权利。组合体内30天生活按照“6+1”模式，6天工作，1天休整。但头尾会根据进驻天宫的情况适当调整。比如刚进驻天宫时，就像进入新家一样，首先要收拾整理，安放物品。,1372,543,4,1372,230,split_paragraph
返回地球前，航天员也要整理收拾需要带回来的物品，打扫天宫。从“神九”“神十”任务，航天员就开始实行天地同步作息制度，按照地球上的时间早起工作，晚上睡觉。“神十一”的任务，航天员自主调整的权利更大。了解了这些，小编觉得航天员真的很了不起，祝他们在太空的日子一切顺利身体健康！北京交通广播官方微信：jtgbfm1039提供新闻线索， 可拨打65150808；提供最新路况， 可拨打65289999；,1372,543,5,1372,197,split_paragraph
澳洲留学“生存攻略”，错过你就太亏了！留学第一年，面对一个完全陌生的环境….大部分留学党都是在紧张，兴奋，迷茫，适应中度过~到底如何适应环境？国外套路太深？澳洲留学新生该如何度过第一年？生存攻略在这，拿走不谢~ 1.澳洲大学不是高中，也不是中国大学或许这一点你已经听过无数次了，但这是真的，而且只有在你开始留学后才能真实的感受到区别。如果你翘课，没有人会让你请家长，你必须要为自己负责. 2.合理利用自由时间在你大一的时候，你一周可能只有4天有课，其中也只有2天有全天的课，其余时间都是空闲。,1782,544,0,1782,246,split_paragraph
你可能会想：这么多空闲时间！我可以去逛街！但，其实，你还是有很多事去做！平衡时间对于刚去的留学党来说并没有那么容易，尤其是如果还想要做一些兼职的小伙伴。再加上大学里的学习量要比高中多，并且会有很多作业和论文~如果你在上课之间有空闲，就去吃饭，喝杯咖啡，看一看接下来要上的课程。越早完成一件事，未来就有越多的时间，你的压力也就越少。最好做一个大概的计划，至少具体到每一周，表明每个课程的作业和论文截止时间。3.参加O Week！,1782,544,1,1782,213,split_paragraph
并不是所有开学周活动都是party，这对于新生来说，也是了解新环境，认识新朋友的一个机会。另外，还会有社团俱乐部的纳新活动，还有新生须知的一些注意事项。开学周也是问问题的好机会，如果你有什么问题，这里是最佳时机，错过了这个时候，你可能永远都没法知道答案了。不要错过加入大学社团的机会，在这里可以找到和你有着相同兴趣爱好的朋友。当然，开学周还是有很多福利的，可以在校园里发现很多对新生的赠品活动和打折活动，例如书店，健身房会员等等~4.走出来留学，是一件很孤独的事，如果你永远不想办法走出来。,1782,544,2,1782,245,split_paragraph
不要把自己关在自己的世界中，或活动只限于同一国家的留学生圈子，多参加社团，其他活动，和周边人多多交流，新朋友不会直接掉下来。澳洲的大学聚集了各种各样的人，有澳洲当地人，也有来自世界各地的留学党，社团也从巧克力鉴赏协会到徒步旅行协会各种。所以，想要留学生活不孤独，丰富多彩，就一定要走出来。接下来英皇小编再给大家安利一下澳洲留学独特的两大优势。1、 澳洲2-4年的工作签证，完胜美英！先说澳洲留学，只要本科及以上学历毕业，雅思4个6分，即可申请到2-4年的工作签！适用所有专业！,1782,544,3,1782,238,split_paragraph
本科将能申请2年的毕业生工作签证，研究生科申请2-3年工作签，博士能申请4年的毕业生工作签证。工作签证期间，原则上做什么自己可以掌控。同样热门的美国留学，毕业学生无论本科还是硕士，只可申请毕业实习许可（OPT），大部分专业只能申请1年期，像商科专业和艺术类专业都属于1年期的范畴专业。OPT严格意义上不是签证，而且从事的工作必须与学生的专业背景相关，否则将视为非法工作。这些限制条件还是非常苛刻的。,1782,544,4,1782,199,split_paragraph
再说下英国留学，毕业后大部分学生是申请T5临时工作签证，申请Tier 5签证前需要先找到一份实习工作，最长时间12个月，到期无法在英国境内转为其他类型或延签，必须出境回国。所以，为什么很多去英国读书的小伙伴，直接毕业就回国啦！就业形势来看：目前美国和澳洲的就业形势，大家看图一目了然。澳大利亚的就业率一直保持在70%以上，而美国则不足70%；美国的失业率最高可达 9.9%，但澳大利亚最高点也才6.2%，属于世界平均水平，且澳洲的平均失业率一直保持在5%或以下。,1782,544,5,1782,231,split_paragraph
2、 攒够积分即可移民澳洲，难度系数远低于美国！大家或许觉得移民这件事好难。澳洲移民政策解读：其实，了解澳洲移民政策的话，在澳洲读书后很容易就可以移民。首先，大家有2年-4年时间的工作签哦！在这期间，小伙伴们就可以申请澳洲的绿卡啦，也就是PR。澳洲移民评估施行打分制，留学移民之路，就是为了更好的凑满移民分，那么目前来看，移民分达到60分是有可行性的，65要耐心等待，70基本保证有戏的，大部分留学党拿到50分是没问题的，另外10-20分，是和职业相关的，也就是和大家的学习专业息息相关。,1782,544,6,1782,244,split_paragraph
说到专业的问题，首先你要选的是移民专业，比如工程管理、会计、审计、精算等等。以目前指南针留学移民的经验看，同学们在出国前，选定移民专业，以移民为目标去准备澳洲留学，选择利于移民的大学和地区，拿够积分，两年内澳洲移民真的不是一件特别难的事哦！,1782,544,7,1782,120,split_paragraph
根据中国证监会《关于加强上市证券公司监管的规定》（2010年修订），现披露公司2015年3月主要财务数据。提请关注事项如下：1、披露范围：本公司母公司财务数据。2、相关数据未经审计，且为非合并数据，最终数据以公司定期报告为准。,357,548,0,357,113,split_paragraph
应该怎么回答公司是刚刚起步的外资公司的财务职位，有点像广告公司，但是理念和产品比较新颖，我很喜欢。面试时部门主管问我怎么看待创业公司有可能会发不出工资的情况，然后我如实回答说我一个人在上海生活，每个月的全部生活来源都靠工资（刚毕业一年，没有任何存款），如果延迟三五天倒没有问题，但是延迟半个月以上就会面临付不出房租和吃不起饭的情况，所以比较在意这件事。但是那个主管貌似对我的回答不满意，还说她问的这个问题其实比较宏观，但是我只回答这么一点。,450,553,0,450,220,split_paragraph
后来面试官知道我可能不太赞同这种做法后他就问我：“你提的这个薪资不是很高，一般不会出现不发工资的情况，但是一些公司高管工资水平比较高，就有可能有发不出工资的情况，这种情况你怎么看？”请问大家要是遇到这种情况会怎么回答呢？作为员工我要吃饭。,450,553,1,450,119,split_paragraph
顺便说说原因总觉得生活很平淡，想找点刺激，找点乐子，尝试不同的事主动去追一个人，慢慢感受失望，绝望，自我放逐，最后突然死如死灰。渐渐你就会明白没有什么永垂不朽，你开始不停息地学习，思考，锻炼，社交，然后发现凡事不能杀死你的反而促就一个更强大，更平和，更富灼实的自己。,171,555,0,171,133,split_paragraph
前几日和久不见面的异性朋友吃饭，我拿了水壶礼貌问过她是否需要。在她表示不需要后，我给自己倒了水。之后很自然地把水壶把手的一面朝向她放在桌子上。这是我众多小习惯之一，自己似乎已经有了惯性，下意识作出的行为，但却赢得了她的夸赞：“你还是和以前一样有修养。”然后接下来的晚餐时间我们两人就一直在聊这件事情。,510,560,0,510,150,split_paragraph
突然发现，原来从很小的时候开始，吃饭不吧唧嘴，手不接触异性朋友裸露部位，包括非礼勿视到后来长大了，吸烟前征求同意和避开孕妇儿童，这些应该属于“日常行为”范畴的行为，竟然在其他人眼中已经足够成为了有教养很高级的行为模范了么？希望列位知友能多多举例，哪些时刻哪些人的哪些行为会令你觉得有教养很高级。说说我遇见的一个非常非常有礼貌，非常高级的小女孩吧。那天天气非常热，街上热浪滚滚，人也口干舌燥。在不远处一个遮阳伞下有凉粉叫卖的喇叭声（录下来的那种），我骑电动车到旁边，摊主马上放下手机站起来。,510,560,1,510,244,split_paragraph
“要吃凉粉吗” 一个非常清甜的声音。我诧异的抬起头扶了扶眼镜，竟然不是大妈，而是一个十三四岁秀丽的小姑娘，应该是在勤工检学。,510,560,2,510,62,split_paragraph
穿错装备，真的很尴尬！在公司附近健身，所以一般都是带好装备直接去健身，然而我的记性不太好，经常忘这忘那，为优衣库hm迪卡侬做了不少贡献，不过有时候还是没有去重新购置装备。带了背心短裤黑丝，却忘了带运动鞋，然而我们上班必须穿皮鞋，但那天我恰好去工地，所以这是我的工地（皮）鞋。,204,561,0,204,137,split_paragraph
午夜梦回，你是不是也有恍如隔世的错觉仿佛一夜间被拉扯成了一个大人，跌跌撞撞地行走在时光的轨道上，一路走一路丢一路拾捡。你企图溜过如驹的光阴，在时光的夹缝中安营扎寨，苟且过一生。却无一例外的被时间推搡着向前走。一边抱着糖果不放，哭闹着不想长大。一边拾掇起行囊，收起冒失，顾忌吃相。以前的你对二十岁翘首以盼，认为她是优雅和自由的代名词。,232,564,0,232,166,split_paragraph
很早之前就订下来了。不过当时的婚宴也要五千多一桌。后来又涨了不少不过这里好在交通很方便。来喝喜酒的人不怕没车坐。不过开车来的朋友就要担心停不了车了。他们当晚住的房间真心的。不过婚宴厅倒是蛮大的。十几桌的样子。我们去得早。先在那里坐着休息。后来服务生就推来饮料车。供客人畅饮的。这个还是不错的。大家都懂的。没几样好的。不过这家的菜。算是我婚宴吃下来 。最不错的一家了。花胶丝海皇翅：这种菜算是婚宴上比较值钱的钱了。不过是烧好冷掉又加过温的。味道还可以。芝士焗龙虾：这个造型很不错。味道也还可以。,575,565,0,575,246,split_paragraph
深井烧鹅仔：这个烧鹅吃着不错。不会很油腻。XQ酱爆海螺目鱼片：我不爱吃这些的。金银蒜香蒸扇贝王：很大的一个。看着也很饱满。同样不吃的。烧汁煎焗牛西冷：这个算是烧得不错。不像有些地方。老得来咬不动。豉油皇蒸笋壳鱼：这个是啥鱼来着。上汤焗焖膏蟹肉：很鲜美。花菇鲍脯扒菜胆：那上面的花菇很好吃。杨枝甘露：这里的杨枝甘露。到底懂不懂什么叫杨枝甘露啊。明明是白木耳汤啊。叉烧酥和虾饺：味道还可以。不过不是现做的。如果要是现做出来的。应该更不错。精美水果拼：很大的一盆。里面有各种水果。还有火龙果这些的。,575,565,1,575,246,split_paragraph
他家的婚宴还真的算不错的了。至少吃好之后。大家都说味道不错哒。而且服务还不错贵点就贵点吧。同样五六千一桌。但是东西暴难吃的。,575,565,2,575,62,split_paragraph
科研，工程方面的资质，我不知道为何这么多人揪住什么资质来强行回答，在大多数理工科眼里资质难道不是指工程和科研方面吗？心里清楚但是非要抖机灵，嘴上分个清楚的人我不太理解是什么心理。我的同事理工科居多，学历普遍硕士以上（含），所以数学普遍不差。办公室内勤是个例外，她经常拿孩子的奥数题来让我们帮着解，遇上哪位同事如果连“小学生的题”都解不了，总会引起善意的群嘲。然而，并非所有活得滋润的人都数学好，比如我的爱人。爱人是个很优秀的记者，许多人对她的印象都是聪明。,304,566,0,304,228,split_paragraph
但是，我们去超市买东西，超过两件东西她就不能心算出总价，把十个手指头都用上也无济于事。,304,566,1,304,43,split_paragraph
王毅在回答如何看待有些势力炒作南海仲裁案问题时强调，仲裁案给解决南海争端开出了错误药方，应当退烧降温了。王毅表示，最近临时仲裁庭作出的所谓裁决给解决南海争端开出了一副错误的药方，导致围绕仲裁的纷争与炒作持续升温，一些域外国家尤其兴奋 不已，高烧不退，干扰了本地区的正常秩序，损害了地区国家的整体利益。这种状况正在引起越来越多国家的担忧、反感和抵制。药方开错了不仅 治不好病，还会侵蚀健康的肌体。因此，我们敦促停止这种无谓的政治操弄与炒作，尽快退烧降温，还南海以安宁，还地区以稳定。,422,567,0,422,240,split_paragraph
微博微信好友朋友圈QQ空间欢迎拨打未来网新闻热线010-57380537或发送新闻线索至邮箱wlwnews@163.com。,422,567,1,422,62,split_paragraph
世界上最好吃的牛肉串串居然到临潼了，便宜又解馋！临潼吃货宝宝们唯有爱与美食，不可辜负去年下半年开始，临潼的串串如雨后春笋一般，开了好多家串串！感觉满大街的串串，这个街头，那个路口的~作为一名资深吃货，哪里可以错过这么好的机会呢。无意间看到一家牛肉串串，嘉州上上签 临潼这家串串店，简直是“牛”牛肉鲜嫩爽口，不加任何香料，麻辣锅辣而不燥，三鲜锅药膳养生。吃完过后，身上没有火锅味！没有火锅味！对于想做一个吃完串串身上还香喷喷的美女子的我，简直太合我意了！,1852,573,0,1852,226,split_paragraph
▼长签五毛 短签三毛好吃不贵 经济实惠为了回馈临潼人民的热情，老板这次要放大招了！一大波福利来袭，还不快来接住！?纵情分享你的生日你做主一岁一启程，一次生日一句祝福，成长在每一个新的启程和真心的祝福中，生日快乐！★生日当天到“嘉州上上签”聚餐，凭本人身份证，消费总价立享8.8折，送手工面一份。,1852,573,1,1852,147,split_paragraph
活动时间：即日起至10月31日（活动最终解释权归本店所有）什么方式才是今冬你最理想的打开方式十月过半的临潼已瑟瑟刺骨眼看 2016 余额所剩无几及时行乐才是年末正确的收官动作你还能窝在家里憋大招么快牵上闺蜜一起到?“嘉州上上签”闺蜜同行一人免单！曾有人说过：这个世上最爱你的，除了亲人，就是闺蜜！开心时，她会陪你开怀；忧伤时，她会伴你左右……你们可以很久不见，但聚在一起时，就会有聊不完的话题……你们会分享彼此的秘密，拥有只属于你们的故事……时光流转，真正的好闺蜜，会拥有相同的喜好和相似的品味。,1852,573,2,1852,248,split_paragraph
★“闺蜜同行，一人免单”活动规则：3人或3人以上入店消费，消费总金额减30元。活动时间：即日起至10月31日（活动最终解释权归本店所有）秋风起，秋叶落这个时候我们必！腰子大补优惠放肆吃！如果把烤腰子入口的感觉形容成初恋时的甜蜜，那么，涮腰子入口的感觉就像热恋时的激情，一点也不夸张，至少是种热吻的感觉。那种火辣辣的感觉，蘸一口秘制酱料，腰子在嘴巴里的嚼劲，以及唇齿间留下悠久的回味......让我往后的时光，每当有感叹，总想起当天的腰子香。★ 在“嘉州上上签”吃腰子，优惠放肆吃！,1852,573,3,1852,240,split_paragraph
吃2盘或2盘以上，单品立享8折优惠。活动时间：即日起至10月31日（活动最终解释权归本店所有） 撸串地址：临潼区健康北路和文化中路交叉口向东20米 撸串电话：029-83938886 17189008333 嘉州上上签——世界上最好吃的串串味道永远是每家串串的秘密，1000家串串就会有1000种味道。不过，味道好不好吃，吃了才知道，大块的牛肉蘸着秘制的酱料，嫩滑爽口，一口咬下去，麻辣鲜香，余味还有股孜然的芳香。每日精选新鲜牛肉，精挑细选，现切现串。我们坚持用最好的食材做最好的串串。,1852,573,4,1852,243,split_paragraph
经典菜品泡椒嫩牛肉 香菜嫩牛肉 麻辣嫩牛肉 其他菜品 水晶包、鲜毛肚、五花肉、丸子等经典涮品也是深受熟客喜爱。素食蔬菜类，都是每日新鲜到货，经彻底洗净才能上桌，不仅保证了新鲜口感，吃完也不会担心拉肚子。按签收费类：短签3毛/串，长签5毛/串篮装4元、盘装10元品牌的力量“嘉州上上签”隶属于蜀惠幺妹餐饮管理有限公司旗下品牌之一，起源于四川嘉州，是四川地区特色传统小吃之一。,1852,573,5,1852,186,split_paragraph
也是草根美食最大化体现，它实际上是火锅的另一种形式，所以人们往往称其为“小火锅”，“上上签”名字的由来是因为这是一种以竹签串上各种菜，将其放进滚烫的火锅中刷着吃的小吃，同时寓意着无与伦比的好，做任何事情都顺心如意。“嘉州上上签”坚持『绿色、营养、健康』的新理念，用独特的配料研制而成，色味鲜美，辣而不燥，油而不腻以其独具特色的地道风味和鲜明的特色赢得良好的口碑，已成为“串串香”的杰出代表。,1852,573,6,1852,195,split_paragraph
“嘉州上上签”凭借十多年的成功经验和强有力的品牌影响力，目前在全国加盟店不胜枚举，力图将“嘉州上上签”品牌塑造成民族餐饮品牌“百年老店”。店面装修上也是遵循简洁、宽敞、明亮的原则，就像四川人一样“泼辣”，本店共有两层大厅，黑色的桌面和红色的椅子，搭配在一起相得益彰。若您需要私密性好的，我们还特别设置了包间。每个包间也是设计得别出心裁，但是包间数量有限，记得提前预定哦！我保证这是世界上最好吃的串串了，别处吃不到的串串！已经无法用语言来形容了，不多废话，快来尝尝吧！我们已经摆好桌子，就等你来！,1852,573,7,1852,247,split_paragraph
串串和啤酒最配哦，带上家人，带上朋友，约上闺蜜赶紧来吧！我们真心回报 诚意奉送期待您的光临！,1852,573,8,1852,46,split_paragraph
泰悦豪庭还是很好找的，在三里屯village路口往南直走就到了。不过西座就费点劲。问保安大叔，大叔说我们这里只分A.B座，不分东西~好在上二楼之后看到了GLEN，GLEN旁边就是IRON CHEF了。一进门就觉得好白，白的反光~很干净明亮的感觉，好感度提升呢。服务生很体贴的给了窗户边的沙发座位。而且隔了白色的窗帘，很适合两个人一起吃饭聊天~不会被其他客人打扰~虽然是周末的中午，人也不是很多，可以安静的享受食物。定食有炸猪排，鳗鱼饭，味噌汤，沙拉和橙汁。我没有关注原价……,404,574,0,404,237,split_paragraph
但是19元是肯定物有所值了。鳗鱼饭的口感很嫩滑~沙拉里面会加一些芥末，夏天吃起来很爽口。由于不是很能吃炸物，所以对猪排不是很有感觉。用过餐后，服务生介绍说最近有优惠活动，哈根达斯的冰激凌5元一球。点了一份抹茶味道的，很适合饭后用呢。,404,574,1,404,116,split_paragraph
"它的目的是支持综合性国家计算机安全计划 (Comprehensive National Cybersecurity Initiative, CNCI), 但其具体职责则属于保密信息。美国国家安全局将负责领导该设施的运作, 也是国家情报总监 (DNI) 的执行机构。该数据中心位于威廉姆斯营 (Camp Williams), 靠近犹他州布拉夫戴尔市, 地处犹他湖和大盐湖之间。",779,575,0,779,187,split_paragraph
"据称, 该数据中心将能够捕获 “所有形式的通信的全部内容, 包括私人电子邮件, 电话通话, 互联网搜索, 以及所有类型的个人数据记录—停车收据, 旅行日程表, 书店购物记录, 和其他的杂项记录”。国家安全局发言人在回应有关该数据中心将被用于非法监听美国公民的电子邮件的指控时说, “人们对犹他数据中心做出了许多没有根据的指控, …有关国家安全局的最大误解之一就是我们非法监听, 或者阅读, 美国公民的电子邮件。事实根本并非如此。",779,575,1,779,214,split_paragraph
"按照规划, 该数据中心的占地 100 万到 150 万平方英尺, 到 2013 年 9 月完工时预计共耗资 $1,500,000,000 美元至 $2,000,000,000 美元。一份报告称, 另外 $2,000,000,000 美元将被用于硬件, 软件, 及维护开销。",779,575,2,779,136,split_paragraph
在节目中，各路达人带来酷炫打击乐、惊险舞狮等精彩绝活儿。杨诚诚在现场大玩各种打击乐器，活泼可爱，并在打击演奏家的指导下加入临时组成的「打击乐团」，全程气氛high翻天。东南卫视《好好学习吧》是一个生活版达人秀，平民版的吉尼斯之夜，同时也是可以全民参与的大学堂。在最新一期的节目中，杨诚诚和于青斌分别作为红队、蓝队的嘉宾队长，推荐各路达人带来精彩比拼，酷炫打击乐、惊险舞狮、美柿美厨、逼真木雕等轮番上演。场上气氛高涨，各位达人比拼不相上下，杨诚诚也被精彩表演深深吸引，全力为本队达人加油打气。,520,578,0,520,245,split_paragraph
在现场，杨诚诚还向大家推荐了舞狮高手和打击演奏家两路达人，大家分别展现了各自精心准备的绝招。精彩的舞狮秀把全场气氛推向高潮，惊险的动作也令作为嘉宾队长的杨诚诚为选手捏一把汗。在打击乐演奏时，杨诚诚也按耐不住好奇心，现场向打击演奏家学习，大玩各种打击乐器，并在打击演奏家的指导下，和其他嘉宾一起临时组成「打击乐团」即兴演奏，趣味十足。,520,578,1,520,166,split_paragraph
个人感觉时深度和广度有区别。那么对于个人（业务上）成长来说，怎样的深度和广度的结合比较好呢？是否有一个最佳先后顺序呢？谢邀， 先说一个重要的共同点。两个情景下都需要做好沟通。Design Director 做为设计团队的老板，其责任就如其职位名称，把握设计的核心价值，并且做为 “Design Sales” 协调客户需求，将设计交付出去。,311,581,0,311,169,split_paragraph
做为一名设计执行成员或设计管理成员，需要清晰的理解 director 对核心价值的规划，并且及时将设计工作第一线的反馈向上报告，确保团队所有成员清晰了解最新状况，这便是做好沟通。,311,581,1,311,89,split_paragraph
法律工作者（律师法务那类的）是不是工作方向上（金融知产地产等）一旦发展了一段时间再想转型是不是就很难了？是的，关键是思维。法律思维太注重风险，不敢冒险。做法律的每天最重要的是处理风险。一件事成不成功，他不关注，关注的是风险有多少，怎么消除，怎么规避。然而他们看什么都是风险，甚至有时有些偏执。看看法学案例的极端化，就可见一斑。例如鸡蛋脑壳案...... 但是从事商业，尤其创业，当然要冒风险了。而律师很容易过高地衡量评估风险。,264,582,0,264,213,split_paragraph
不是鸡尾酒，那种明艳活跃会将你孤单的影子拉得更长；不是辛辣的白酒，那种浓烈太容易触痛你敏感的神经；也不是酸涩的啤酒，太多的泡沫只是空想，它会让你陷入更加不切实际的幻境。我想送给你的酒叫做“贵腐酒”.这杯色泽金黄的酒，口味甜美清冽，香气沁心，像桂花、蜂蜜，又像杏或者芒果，请你含一口，让所有的馨香在唇齿间撞击。波尔多的9月，深秋的凉风吹落了满园的葡萄叶，成熟的果实缀满枝头，像一颗颗晶莹的紫玛瑙，在秋日的阳光下耀眼夺目。,859,583,0,859,209,split_paragraph
斑驳的阴影里，有些葡萄却显得不那么美丽，它们灰暗、粗糙、干瘪，卑微地瑟缩在枝头，像丧气的孩子。这些葡萄感染了霉菌，一种叫“贵腐霉”的霉菌侵蚀了葡萄的表皮，使得新鲜的汁液蒸发殆尽，却没有腐烂，留下的是一粒粒发皱的葡萄干。果农看到这些丑陋的葡萄，抱着随意的态度，把它们装进了和那些饱满的果粒一样的橡木桶。不曾想，这些被贵腐霉侵蚀了的葡萄竟创造了一个奇迹，酿成了独一无二的珍品。这种色泽金黄，有着独特香气和丰富口感的葡萄酒成了名副其实的液体黄金。,859,583,1,859,220,split_paragraph
纽约葡萄酒商扎奇斯和洛杉矶沃利斯共同举办的葡萄酒拍卖会上，单瓶1847年的伊甘贵腐酒拍卖额达71675美元，成为世界上最昂贵的白葡萄酒。那些曾在寒冷的深秋，独自瑟缩在枝头的、风干的、发皱的、险些被遗弃的葡萄，正如自卑的孩子，孤独地躲在阴暗的角落里，你认为自己贫穷、低微、不美丽，用重重的心事把自己层层裹起，悲悲切切地将自己遗弃。你不似红酒高贵典雅，却必须真实，不能勾兑，或许不那么深沉厚重，却唇齿留香，保持本色也是难能可贵；你没有鸡尾酒的鲜艳明丽，没有华丽的外表却有瑰丽的人生；,859,583,2,859,239,split_paragraph
